atclNo,cortarNo,rletTpCd,tradTpCd,flrInfo,prc,spc1,spc2,direction,lat,lng,atclFetrDesc,tagList,rltrNm
2056620443,1111012600,A02,A1,16/20,30000,59,36,동향,37.570657,126.979775,종각 광화문  오피스텔 깨끗한 급 매물입니다,"['15년이내', '역세권', '급매']",미래공인중개사사무소
2056827977,1111018100,C02,A1,3/4,29000,83,57,,37.572814,126.963571,깨끗하게 관리 잘 된 집. 역세권,"['10년이내', '방세개', '화장실한개', '주차가능']",경희궁 감동공인중개사사무소
2060495842,1111014000,D04,A1,1/0,235000,109,36,,37.585031,126.982237,"삼청동 대로변 입지여건좋고 가시성,접근성 좋음, 임대 안정수익",[],한양공인중개사사무소
2060383670,1111018300,D03,A1,2/-1,900000,812,531,,37.615401,126.975303,"북한산 국립공원내부에 위치한 법인 사옥, 단독주택, 나대지 매매",[],태영공인중개사사무소
2056508050,1111018000,A02,A1,4/5,34000,69,25,남서향,37.571355,126.961664,풀 옵션 원룸형 신축 오피스텔 9월 중순 이후 입주 가능,"['4년이내', '역세권', '화장실한개']",부자공인중개사사무소
2060289137,1111017500,A02,A1,저/27,24500,63,39,남향,37.574064,127.015943,입주가능,"['25년이내', '역세권', '방한개', '화장실한개']",로얄공인중개사
2056761896,1111018000,C03,A1,1/0,100000,132,72,남향,37.572868,126.960055,"독립문역 도보3분, 중정이 잘 보존된 한옥","['역세권', '방네개이상', '화장실두개']",부자공인중개사사무소
2060392056,1111018400,C03,A1,2/-1,280000,476,232,동향,37.594922,126.965386,북악산의 정기가 느껴지는 전원주택같은 집입니다,"['방네개이상', '화장실세개', '동향']",한양부동산공인중개사사무소
2056847255,1111012600,D02,A1,-1/20,28000,35,31,,37.570464,126.97985,수익률 5.5 현재 7년째 임차중인 피맛골맛집. 이런 수익률없습니다,['역세권'],신화공인중개사사무소
2059067846,1111017500,A02,A1,3/5,10200,24,15,,37.573829,127.021312,200만원으로 취득할 수 있습니다.,"['10년이내', '역세권', '소형평수', '방한개']",가든공인중개사사무소
2059067891,1111018400,C02,A1,1/5,45000,115,76,,37.594635,126.964015,부암동 아파트형 빌라 매매,"['25년이내', '1층', '화장실두개', '방세개']",경복궁 공인중개사 사무소
2059059312,1111015600,D02,A1,2/2,600000,138,138,,37.570263,126.994375,종로3가역 대로변 상가건물 매매,"['역세권', '총2층', '화재경보기']",굿모닝공인중개사사무소
2059038671,1111018200,C02,A1,3/3,40000,105,91,,37.609319,126.955629,큰길에서 가깝고 조용한 위치좋은 빌라ㅣ내부수리 필요함,"['탑층', '방세개', '화장실한개', '주차가능']",스타공인중개사사무소
2059051783,1111010900,C02,A1,3/4,33000,71,59,,37.580234,126.96709,누상동 빌라 매매,"['25년이내', '방세개', '화장실한개']",경복궁 공인중개사 사무소
2059061669,1111011100,C03,A1,2/-1,362000,442,281,남서향,37.581896,126.966274,옥인동 고급 주택 매매,"['25년이내', '방네개이상', '화장실네개이상', '주차가능']",경복궁 공인중개사 사무소
2059046887,1111018000,D02,A1,1/1,86000,68,34,,37.571557,126.961426,대단지 아파트 대로변 상가 월수익 보장,"['역세권', '1층', '주차가능']",부자공인중개사사무소
